"Age","LearningCategorySelftTaught","LearningCategoryOnlineCourses","LearningCategoryWork","LearningCategoryUniversity","LearningCategoryKaggle","GenderSelect","Country","EmploymentStatus","DataScienceIdentitySelect","FormalEducation","MajorSelect","Tenure","FirstTrainingSelect","ParentsEducation","EmployerIndustry","EmployerSize","EmployerSizeChange","EmployerMLTime","EmployerSearchMethod","RemoteWork","CompensationAmount","CompensationCurrency.x","FormalEducation_Q","Tenure_Q","EmployerSize_Q","CompensationCurrency.y","...1","exchangeRate","frac","Salary_USD","Compensation_Median_USD","Median_to_Salary"
32,30,20,0,50,0,"Female","France","Employed full-time","","Doctoral degree","Mathematics or statistics","6 to 10 years","University courses","A bachelor's degree","Technology","Fewer than 10 employees","Stayed the same","Less than one year","A career fair or on-campus recruiting event","Sometimes",43000,"EUR",6,4,1,"EUR",2,1.195826,0.99,51420.518,51420.518,1
32,30,20,0,50,0,"Female","France","Employed full-time","","Doctoral degree","Mathematics or statistics","6 to 10 years","University courses","A bachelor's degree","Technology","Fewer than 10 employees","Stayed the same","Less than one year","A career fair or on-campus recruiting event","Sometimes",43000,"EUR",6,4,1,"USD",1,1,0.01,43000,51420.518,1.195826
65,25,75,0,0,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Engineering (non-computer focused)","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Other","5,000 to 9,999 employees","Stayed the same","Don't know","An external recruiter or headhunter","Sometimes",165000,"USD",6,5,7,"AMD",46,0.00209,0,344.85,1956.24,5.67272727272727
65,25,75,0,0,0,"Male","United States","Employed full-time","Yes","Doctoral degree","Engineering (non-computer focused)","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Other","5,000 to 9,999 employees","Stayed the same","Don't know","An external recruiter or headhunter","Sometimes",165000,"USD",6,5,7,"USD",1,1,1,165000,1956.24,0.011856
28,20,80,0,0,0,"Male","India","Employed full-time","Yes","Bachelor's degree","Engineering (non-computer focused)","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Internet-based","10,000 or more employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Always",2e+06,"INR",4,4,8,"INR",3,0.01562,0.94,31240,28116,0.9
28,20,80,0,0,0,"Male","India","Employed full-time","Yes","Bachelor's degree","Engineering (non-computer focused)","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Internet-based","10,000 or more employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Always",2e+06,"INR",4,4,8,"RON",43,0.259964,0,519928,28116,0.0540767183148436
28,20,80,0,0,0,"Male","India","Employed full-time","Yes","Bachelor's degree","Engineering (non-computer focused)","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Internet-based","10,000 or more employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Always",2e+06,"INR",4,4,8,"RSD",45,0.01002,0.01,20040,28116,1.40299401197605
28,20,80,0,0,0,"Male","India","Employed full-time","Yes","Bachelor's degree","Engineering (non-computer focused)","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Internet-based","10,000 or more employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Always",2e+06,"INR",4,4,8,"RUB",6,0.017402,0,34804,28116,0.807838179519595
28,20,80,0,0,0,"Male","India","Employed full-time","Yes","Bachelor's degree","Engineering (non-computer focused)","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Internet-based","10,000 or more employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Always",2e+06,"INR",4,4,8,"USD",1,1,0.04,2e+06,28116,0.014058
28,10,5,5,80,0,"Female","China","Employed full-time","Yes","Master's degree","Computer Science","More than 10 years","University courses","A bachelor's degree","Technology","1,000 to 4,999 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","",3e+05,"CNY",5,5,6,"AED",36,0.272256,0.02,81676.8,37932.6,0.464423189938881
28,10,5,5,80,0,"Female","China","Employed full-time","Yes","Master's degree","Computer Science","More than 10 years","University courses","A bachelor's degree","Technology","1,000 to 4,999 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","",3e+05,"CNY",5,5,6,"ALL",42,0.008956,0.04,32241.6,37932.6,1.17651109126098
28,10,5,5,80,0,"Female","China","Employed full-time","Yes","Master's degree","Computer Science","More than 10 years","University courses","A bachelor's degree","Technology","1,000 to 4,999 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","",3e+05,"CNY",5,5,6,"CNY",10,0.153,0.83,45900,37932.6,0.826418300653595
28,10,5,5,80,0,"Female","China","Employed full-time","Yes","Master's degree","Computer Science","More than 10 years","University courses","A bachelor's degree","Technology","1,000 to 4,999 employees","Increased slightly","1-2 years","A friend, family member, or former colleague told me","",3e+05,"CNY",5,5,6,"USD",1,1,0.11,3e+05,37932.6,0.126442
27,40,10,50,0,0,"Male","Russia","Employed full-time","Yes","Master's degree","Information technology, networking, or system administration","6 to 10 years","Self-taught","A master's degree","Academic","1,000 to 4,999 employees","Increased slightly","More than 10 years","A career fair or on-campus recruiting event","Sometimes",1400000,"RUB",5,4,6,"EUR",2,1.195826,0.03,1674156.4,71749.56,0.0428571428571429
27,40,10,50,0,0,"Male","Russia","Employed full-time","Yes","Master's degree","Information technology, networking, or system administration","6 to 10 years","Self-taught","A master's degree","Academic","1,000 to 4,999 employees","Increased slightly","More than 10 years","A career fair or on-campus recruiting event","Sometimes",1400000,"RUB",5,4,6,"RUB",6,0.017402,0.76,24362.8,71749.56,2.94504572545028
27,40,10,50,0,0,"Male","Russia","Employed full-time","Yes","Master's degree","Information technology, networking, or system administration","6 to 10 years","Self-taught","A master's degree","Academic","1,000 to 4,999 employees","Increased slightly","More than 10 years","A career fair or on-campus recruiting event","Sometimes",1400000,"RUB",5,4,6,"USD",1,1,0.21,1400000,71749.56,0.0512496857142857
25,10,0,10,80,0,"Male","Netherlands","Independent contractor, freelancer, or self-employed","","Master's degree","Computer Science","3 to 5 years","University courses","A professional degree","CRM/Marketing","","","","","Always",50000,"EUR",5,3,NA,"EUR",2,1.195826,1,59791.3,77130.777,1.29
31,20,70,10,0,0,"Male","Netherlands","Employed full-time","","Master's degree","Physics","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Government","500 to 999 employees","Increased slightly","6-10 years","A general-purpose job board","Rarely",50700,"EUR",5,3,5,"EUR",2,1.195826,1,60628.3782,77130.777,1.27218934911243
27,25,25,25,0,25,"Male","Ukraine","Employed full-time","","Master's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","Internet-based","100 to 499 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",40000,"USD",5,2,4,"UAH",41,0.038368,0.2,18416.64,12000,0.651584653878232
27,25,25,25,0,25,"Male","Ukraine","Employed full-time","","Master's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A professional degree","Internet-based","100 to 499 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",40000,"USD",5,2,4,"USD",1,1,0.8,40000,12000,0.3
29,30,9,30,30,1,"Male","Ukraine","Employed full-time","","Master's degree","Mathematics or statistics","3 to 5 years","Work","A master's degree","Financial","20 to 99 employees","Stayed the same","Less than one year","I visited the company's Web site and found a job listing there","",40000,"UAH",5,3,3,"UAH",41,0.038368,0.2,18416.64,12000,0.651584653878232
29,30,9,30,30,1,"Male","Ukraine","Employed full-time","","Master's degree","Mathematics or statistics","3 to 5 years","Work","A master's degree","Financial","20 to 99 employees","Stayed the same","Less than one year","I visited the company's Web site and found a job listing there","",40000,"UAH",5,3,3,"USD",1,1,0.8,40000,12000,0.3
22,40,0,5,20,35,"Male","United Kingdom","Employed full-time","","Master's degree","Mathematics or statistics","1 to 2 years","University courses","High school","Technology","100 to 499 employees","Increased slightly","Less than one year","A career fair or on-campus recruiting event","Never",25000,"GBP",5,2,4,"EUR",2,1.195826,0.01,29895.65,59588.46,1.99321506640598
22,40,0,5,20,35,"Male","United Kingdom","Employed full-time","","Master's degree","Mathematics or statistics","1 to 2 years","University courses","High school","Technology","100 to 499 employees","Increased slightly","Less than one year","A career fair or on-campus recruiting event","Never",25000,"GBP",5,2,4,"GBP",4,1.324188,0.96,33104.7,59588.46,1.8
22,40,0,5,20,35,"Male","United Kingdom","Employed full-time","","Master's degree","Mathematics or statistics","1 to 2 years","University courses","High school","Technology","100 to 499 employees","Increased slightly","Less than one year","A career fair or on-campus recruiting event","Never",25000,"GBP",5,2,4,"USD",1,1,0.02,25000,59588.46,2.3835384
29,0,50,40,10,0,"Male","France","Employed full-time","","Doctoral degree","Mathematics or statistics","6 to 10 years","","A doctoral degree","Technology","20 to 99 employees","Stayed the same","3-5 years","An external recruiter or headhunter","Rarely",50000,"EUR",6,4,3,"EUR",2,1.195826,0.99,59791.3,51420.518,0.86
29,0,50,40,10,0,"Male","France","Employed full-time","","Doctoral degree","Mathematics or statistics","6 to 10 years","","A doctoral degree","Technology","20 to 99 employees","Stayed the same","3-5 years","An external recruiter or headhunter","Rarely",50000,"EUR",6,4,3,"USD",1,1,0.01,50000,51420.518,1.02841036
30,80,20,0,0,0,"Male","India","Employed full-time","","Master's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Telecommunications","500 to 999 employees","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1600000,"INR",5,2,5,"INR",3,0.01562,0.94,24992,28116,1.125
30,80,20,0,0,0,"Male","India","Employed full-time","","Master's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Telecommunications","500 to 999 employees","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1600000,"INR",5,2,5,"RON",43,0.259964,0,415942.4,28116,0.0675958978935545
30,80,20,0,0,0,"Male","India","Employed full-time","","Master's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Telecommunications","500 to 999 employees","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1600000,"INR",5,2,5,"RSD",45,0.01002,0.01,16032,28116,1.75374251497006
30,80,20,0,0,0,"Male","India","Employed full-time","","Master's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Telecommunications","500 to 999 employees","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1600000,"INR",5,2,5,"RUB",6,0.017402,0,27843.2,28116,1.00979772439949
30,80,20,0,0,0,"Male","India","Employed full-time","","Master's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Telecommunications","500 to 999 employees","Stayed the same","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1600000,"INR",5,2,5,"USD",1,1,0.04,1600000,28116,0.0175725
43,10,10,80,0,0,"Male","Russia","Employed full-time","","Doctoral degree","Other","More than 10 years","Work","A doctoral degree","Internet-based","Fewer than 10 employees","Increased slightly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",3600000,"RUB",6,5,1,"EUR",2,1.195826,0.03,4304973.6,71749.56,0.0166666666666667
43,10,10,80,0,0,"Male","Russia","Employed full-time","","Doctoral degree","Other","More than 10 years","Work","A doctoral degree","Internet-based","Fewer than 10 employees","Increased slightly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",3600000,"RUB",6,5,1,"RUB",6,0.017402,0.76,62647.2,71749.56,1.14529555989733
43,10,10,80,0,0,"Male","Russia","Employed full-time","","Doctoral degree","Other","More than 10 years","Work","A doctoral degree","Internet-based","Fewer than 10 employees","Increased slightly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",3600000,"RUB",6,5,1,"USD",1,1,0.21,3600000,71749.56,0.0199304333333333
23,15,10,20,40,10,"Male","United States","Employed full-time","","Master's degree","Computer Science","3 to 5 years","University courses","A master's degree","Insurance","10,000 or more employees","Increased significantly","1-2 years","A career fair or on-campus recruiting event","Sometimes",110000,"USD",5,3,8,"AMD",46,0.00209,0,229.9,1956.24,8.50909090909091
23,15,10,20,40,10,"Male","United States","Employed full-time","","Master's degree","Computer Science","3 to 5 years","University courses","A master's degree","Insurance","10,000 or more employees","Increased significantly","1-2 years","A career fair or on-campus recruiting event","Sometimes",110000,"USD",5,3,8,"USD",1,1,1,110000,1956.24,0.017784
45,20,40,20,0,20,"Female","Canada","Employed full-time","","Master's degree","Mathematics or statistics","1 to 2 years","Self-taught","A doctoral degree","Technology","10 to 19 employees","Stayed the same","1-2 years","A general-purpose job board","",90000,"CAD",5,2,2,"CAD",7,0.823688,0.95,74131.92,80000,1.079157264509
45,20,40,20,0,20,"Female","Canada","Employed full-time","","Master's degree","Mathematics or statistics","1 to 2 years","Self-taught","A doctoral degree","Technology","10 to 19 employees","Stayed the same","1-2 years","A general-purpose job board","",90000,"CAD",5,2,2,"USD",1,1,0.05,90000,80000,0.888888888888889
49,0,0,30,70,0,"Female","United States","Employed full-time","","Doctoral degree","A humanities discipline","More than 10 years","University courses","A bachelor's degree","Internet-based","5,000 to 9,999 employees","Decreased slightly","More than 10 years","A friend, family member, or former colleague told me","Rarely",330000,"USD",6,5,7,"AMD",46,0.00209,0,689.7,1956.24,2.83636363636364
49,0,0,30,70,0,"Female","United States","Employed full-time","","Doctoral degree","A humanities discipline","More than 10 years","University courses","A bachelor's degree","Internet-based","5,000 to 9,999 employees","Decreased slightly","More than 10 years","A friend, family member, or former colleague told me","Rarely",330000,"USD",6,5,7,"USD",1,1,1,330000,1956.24,0.005928
48,10,40,0,50,0,"Male","South Korea","Employed full-time","Yes","Doctoral degree","Computer Science","More than 10 years","University courses","","Government","100 to 499 employees","Increased significantly","1-2 years","A general-purpose job board","",5e+07,"KRW",6,5,4,"KRW",22,0.000886,0.8,44300,59238,1.33720090293454
48,10,40,0,50,0,"Male","South Korea","Employed full-time","Yes","Doctoral degree","Computer Science","More than 10 years","University courses","","Government","100 to 499 employees","Increased significantly","1-2 years","A general-purpose job board","",5e+07,"KRW",6,5,4,"USD",1,1,0.2,5e+07,59238,0.00118476
48,20,60,20,0,0,"Male","United Kingdom","Employed full-time","","Doctoral degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Internet-based","100 to 499 employees","Increased slightly","1-2 years","A tech-specific job board","Sometimes",70000,"GBP",6,2,4,"EUR",2,1.195826,0.01,83707.82,59588.46,0.711862523716422
48,20,60,20,0,0,"Male","United Kingdom","Employed full-time","","Doctoral degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Internet-based","100 to 499 employees","Increased slightly","1-2 years","A tech-specific job board","Sometimes",70000,"GBP",6,2,4,"GBP",4,1.324188,0.96,92693.16,59588.46,0.642857142857143
48,20,60,20,0,0,"Male","United Kingdom","Employed full-time","","Doctoral degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A bachelor's degree","Internet-based","100 to 499 employees","Increased slightly","1-2 years","A tech-specific job board","Sometimes",70000,"GBP",6,2,4,"USD",1,1,0.02,70000,59588.46,0.851263714285714
23,10,10,15,50,15,"Male","Taiwan","Employed full-time","Yes","Bachelor's degree","Electrical Engineering","3 to 5 years","University courses","A master's degree","Internet-based","20 to 99 employees","Increased significantly","1-2 years","I visited the company's Web site and found a job listing there","Sometimes",30000,"USD",4,3,3,"TWD",16,0.033304,0.74,999.12,42647.6,42.6851629433902
23,10,10,15,50,15,"Male","Taiwan","Employed full-time","Yes","Bachelor's degree","Electrical Engineering","3 to 5 years","University courses","A master's degree","Internet-based","20 to 99 employees","Increased significantly","1-2 years","I visited the company's Web site and found a job listing there","Sometimes",30000,"USD",4,3,3,"USD",1,1,0.26,30000,42647.6,1.42158666666667
50,20,80,0,0,0,"Male","South Africa","Independent contractor, freelancer, or self-employed","No","Bachelor's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","High school","Financial","","","","","Rarely",8e+05,"ZAR",4,2,NA,"USD",1,1,0.04,8e+05,96201.2,0.1202515
50,20,80,0,0,0,"Male","South Africa","Independent contractor, freelancer, or self-employed","No","Bachelor's degree","Computer Science","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","High school","Financial","","","","","Rarely",8e+05,"ZAR",4,2,NA,"ZAR",13,0.077002,0.96,61601.6,96201.2,1.56166722942261
42,50,20,30,0,0,"Male","Spain","Employed full-time","No","Master's degree","Mathematics or statistics","1 to 2 years","Self-taught","","Technology","20 to 99 employees","Increased slightly","1-2 years","A tech-specific job board","Never",31000,"EUR",5,2,3,"EUR",2,1.195826,0.98,37070.606,41250,1.11274145343079
42,50,20,30,0,0,"Male","Spain","Employed full-time","No","Master's degree","Mathematics or statistics","1 to 2 years","Self-taught","","Technology","20 to 99 employees","Increased slightly","1-2 years","A tech-specific job board","Never",31000,"EUR",5,2,3,"USD",1,1,0.02,31000,41250,1.33064516129032
34,10,10,10,70,0,"Male","Indonesia","Employed full-time","Yes","Master's degree","Computer Science","6 to 10 years","University courses","Primary/elementary school","Academic","500 to 999 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",69150000,"IDR",5,4,5,"IDR",21,7.6e-05,0.88,5255.4,19500,3.71046923164745
34,10,10,10,70,0,"Male","Indonesia","Employed full-time","Yes","Master's degree","Computer Science","6 to 10 years","University courses","Primary/elementary school","Academic","500 to 999 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",69150000,"IDR",5,4,5,"USD",1,1,0.12,69150000,19500,0.000281995661605206
22,50,15,30,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","1 to 2 years","Work","I prefer not to answer","Academic","100 to 499 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",550000,"INR",4,2,4,"INR",3,0.01562,0.94,8591,28116,3.27272727272727
22,50,15,30,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","1 to 2 years","Work","I prefer not to answer","Academic","100 to 499 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",550000,"INR",4,2,4,"RON",43,0.259964,0,142980.2,28116,0.196642612053977
22,50,15,30,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","1 to 2 years","Work","I prefer not to answer","Academic","100 to 499 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",550000,"INR",4,2,4,"RSD",45,0.01002,0.01,5511,28116,5.10179640718563
22,50,15,30,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","1 to 2 years","Work","I prefer not to answer","Academic","100 to 499 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",550000,"INR",4,2,4,"RUB",6,0.017402,0,9571.1,28116,2.93759338007126
22,50,15,30,0,5,"Male","India","Employed full-time","Sort of (Explain more)","Bachelor's degree","Computer Science","1 to 2 years","Work","I prefer not to answer","Academic","100 to 499 employees","Increased significantly","1-2 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",550000,"INR",4,2,4,"USD",1,1,0.04,550000,28116,0.05112
24,90,0,0,10,0,"Male","Ireland","Employed full-time","Sort of (Explain more)","Master's degree","Electrical Engineering","1 to 2 years","University courses","Some college/university study, no bachelor's degree","Academic","20 to 99 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",26000,"EUR",5,2,3,"EUR",2,1.195826,0.93,31091.476,60792.5195,1.95527930227565
24,90,0,0,10,0,"Male","Ireland","Employed full-time","Sort of (Explain more)","Master's degree","Electrical Engineering","1 to 2 years","University courses","Some college/university study, no bachelor's degree","Academic","20 to 99 employees","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",26000,"EUR",5,2,3,"USD",1,1,0.07,26000,60792.5195,2.33817382692308
25,40,60,0,0,0,"Male","France","Employed full-time","Yes","Master's degree","Biology","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Academic","10 to 19 employees","Decreased slightly","Less than one year","A general-purpose job board","Sometimes",54000,"CHF",5,3,2,"EUR",2,1.195826,0.99,64574.604,51420.518,0.796296296296296
25,40,60,0,0,0,"Male","France","Employed full-time","Yes","Master's degree","Biology","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Academic","10 to 19 employees","Decreased slightly","Less than one year","A general-purpose job board","Sometimes",54000,"CHF",5,3,2,"USD",1,1,0.01,54000,51420.518,0.952231814814815
26,30,0,60,10,0,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Physics","3 to 5 years","University courses","A master's degree","Academic","I don't know","Increased slightly","Don't know","I visited the company's Web site and found a job listing there","Most of the time",52500,"USD",4,3,10,"AMD",46,0.00209,0,1316.7,1956.24,1.48571428571429
26,30,0,60,10,0,"Male","United States","Employed full-time","Sort of (Explain more)","Bachelor's degree","Physics","3 to 5 years","University courses","A master's degree","Academic","I don't know","Increased slightly","Don't know","I visited the company's Web site and found a job listing there","Most of the time",52500,"USD",4,3,10,"USD",1,1,1,52500,1956.24,0.0372617142857143
55,80,0,10,10,0,"Male","France","Employed full-time","Yes","Doctoral degree","Other","More than 10 years","Self-taught","Primary/elementary school","Academic","100 to 499 employees","Decreased significantly","6-10 years","A general-purpose job board","Rarely",38000,"EUR",6,5,4,"EUR",2,1.195826,0.99,45441.388,51420.518,1.13157894736842
55,80,0,10,10,0,"Male","France","Employed full-time","Yes","Doctoral degree","Other","More than 10 years","Self-taught","Primary/elementary school","Academic","100 to 499 employees","Decreased significantly","6-10 years","A general-purpose job board","Rarely",38000,"EUR",6,5,4,"USD",1,1,0.01,38000,51420.518,1.35317152631579
21,30,20,20,20,10,"Male","Taiwan","Employed part-time","Yes","Bachelor's degree","Computer Science","1 to 2 years","University courses","A master's degree","Mix of fields","10 to 19 employees","Increased slightly","1-2 years","A career fair or on-campus recruiting event","Most of the time",180000,"TWD",4,2,2,"TWD",16,0.033304,0.74,71936.64,42647.6,0.592849485324864
21,30,20,20,20,10,"Male","Taiwan","Employed part-time","Yes","Bachelor's degree","Computer Science","1 to 2 years","University courses","A master's degree","Mix of fields","10 to 19 employees","Increased slightly","1-2 years","A career fair or on-campus recruiting event","Most of the time",180000,"TWD",4,2,2,"USD",1,1,0.26,180000,42647.6,0.236931111111111
27,20,15,40,20,5,"Male","India","Employed full-time","","Bachelor's degree","Information technology, networking, or system administration","3 to 5 years","Self-taught","No education","Technology","10,000 or more employees","Increased slightly","3-5 years","A tech-specific job board","Sometimes",3300000,"INR",4,3,8,"INR",3,0.01562,0.94,51546,28116,0.545454545454545
27,20,15,40,20,5,"Male","India","Employed full-time","","Bachelor's degree","Information technology, networking, or system administration","3 to 5 years","Self-taught","No education","Technology","10,000 or more employees","Increased slightly","3-5 years","A tech-specific job board","Sometimes",3300000,"INR",4,3,8,"RON",43,0.259964,0,857881.2,28116,0.0327737686756628
27,20,15,40,20,5,"Male","India","Employed full-time","","Bachelor's degree","Information technology, networking, or system administration","3 to 5 years","Self-taught","No education","Technology","10,000 or more employees","Increased slightly","3-5 years","A tech-specific job board","Sometimes",3300000,"INR",4,3,8,"RSD",45,0.01002,0.01,33066,28116,0.850299401197605
27,20,15,40,20,5,"Male","India","Employed full-time","","Bachelor's degree","Information technology, networking, or system administration","3 to 5 years","Self-taught","No education","Technology","10,000 or more employees","Increased slightly","3-5 years","A tech-specific job board","Sometimes",3300000,"INR",4,3,8,"RUB",6,0.017402,0,57426.6,28116,0.489598896678543
27,20,15,40,20,5,"Male","India","Employed full-time","","Bachelor's degree","Information technology, networking, or system administration","3 to 5 years","Self-taught","No education","Technology","10,000 or more employees","Increased slightly","3-5 years","A tech-specific job board","Sometimes",3300000,"INR",4,3,8,"USD",1,1,0.04,3300000,28116,0.00852
37,20,0,40,30,10,"Male","Belgium","Employed full-time","","Master's degree","Electrical Engineering","More than 10 years","University courses","A master's degree","Non-profit","1,000 to 4,999 employees","Increased slightly","More than 10 years","A friend, family member, or former colleague told me","Sometimes",33000,"EUR",5,5,6,"EUR",2,1.195826,1,39462.258,65770.43,1.66666666666667
35,70,15,0,0,15,"Male","India","Employed full-time","","Master's degree","Physics","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Stayed the same","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1950000,"INR",5,4,8,"INR",3,0.01562,0.94,30459,28116,0.923076923076923
35,70,15,0,0,15,"Male","India","Employed full-time","","Master's degree","Physics","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Stayed the same","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1950000,"INR",5,4,8,"RON",43,0.259964,0,506929.8,28116,0.055463300835737
35,70,15,0,0,15,"Male","India","Employed full-time","","Master's degree","Physics","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Stayed the same","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1950000,"INR",5,4,8,"RSD",45,0.01002,0.01,19539,28116,1.43896821741133
35,70,15,0,0,15,"Male","India","Employed full-time","","Master's degree","Physics","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Stayed the same","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1950000,"INR",5,4,8,"RUB",6,0.017402,0,33933.9,28116,0.828551978994457
35,70,15,0,0,15,"Male","India","Employed full-time","","Master's degree","Physics","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10,000 or more employees","Stayed the same","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",1950000,"INR",5,4,8,"USD",1,1,0.04,1950000,28116,0.0144184615384615
41,0,0,50,50,0,"Female","New Zealand","Employed full-time","No","Master's degree","Other","1 to 2 years","University courses","A bachelor's degree","Mix of fields","20 to 99 employees","Increased slightly","More than 10 years","Some other way","Sometimes",64000,"NZD",5,2,3,"NZD",27,0.727801,1,46579.264,61863.085,1.328125
27,30,10,20,40,0,"Male","United States","Employed part-time","","Master's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Insurance","20 to 99 employees","Increased significantly","3-5 years","I visited the company's Web site and found a job listing there","Sometimes",110000,"USD",5,3,3,"AMD",46,0.00209,0,229.9,1956.24,8.50909090909091
27,30,10,20,40,0,"Male","United States","Employed part-time","","Master's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Insurance","20 to 99 employees","Increased significantly","3-5 years","I visited the company's Web site and found a job listing there","Sometimes",110000,"USD",5,3,3,"USD",1,1,1,110000,1956.24,0.017784
49,0,60,20,0,20,"Male","India","Employed full-time","","Master's degree","Mathematics or statistics","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Government","500 to 999 employees","Decreased significantly","Less than one year","I visited the company's Web site and found a job listing there","Most of the time",3e+06,"INR",5,5,5,"INR",3,0.01562,0.94,46860,28116,0.6
